title,link,snip,sjr,impact factor,5 year impact factor
Global Heart,http://www.journals.elsevier.com/global-heart/,0.0,0.0,0.0,0.0
Gondwana Research,http://www.journals.elsevier.com/gondwana-research/,2.503,4.259,8.235,7.952
Government Information Quarterly,http://www.journals.elsevier.com/government-information-quarterly/,2.454,1.203,2.321,2.453
Graphical Models,http://www.journals.elsevier.com/graphical-models/,1.587,0.856,1.049,1.161
Groundwater for Sustainable Development,http://www.journals.elsevier.com/groundwater-for-sustainable-development/,0.0,0.0,0.0,0.0
Growth Hormone & IGF Research,http://www.journals.elsevier.com/growth-hormone-and-igf-research/,0.557,0.594,1.407,1.836
Gynecologic Oncology,http://www.journals.elsevier.com/gynecologic-oncology/,1.465,1.575,3.774,3.843
Gynecologic Oncology Reports,http://www.journals.elsevier.com/gynecologic-oncology-reports/,0.0,0.0,0.0,0.0
Gynécologie Obstétrique & Fertilité,http://www.journals.elsevier.com/gynecologie-obstetrique-and-fertilite/,0.371,0.212,0.522,0.554
Gynecology and Minimally Invasive Therapy,http://www.journals.elsevier.com/gynecology-and-minimally-invasive-therapy/,0.0,0.0,0.0,0.0
Gyn. Obs.,/journals/gyn-obs/0240-172x,0.0,0.0,0.0,0.0
Habitat International,http://www.journals.elsevier.com/habitat-international/,2.089,0.975,1.746,1.946
Hand Clinics,/journals/hand-clinics/0749-0712,0.0,0.0,0.0,0.0
Harmful Algae,http://www.journals.elsevier.com/harmful-algae/,1.607,1.344,3.874,3.765
HAYATI Journal of Biosciences,http://www.journals.elsevier.com/hayati-journal-of-biosciences/,0.0,0.0,0.0,0.0
HBRC Journal,http://www.journals.elsevier.com/hbrc-journal/,0.0,0.0,0.0,0.0
Health & Place,http://www.journals.elsevier.com/health-and-place/,1.359,1.242,2.805,3.392
Health & Place with Social Science & Medicine (Combined Subscription),/journals/health-and-place-with-social-science-and-medicine-combined-subscription/fs00-1027,0.0,0.0,0.0,0.0
Healthcare: The Journal of Delivery Science and Innovation,http://www.journals.elsevier.com/healthcare-the-journal-of-delivery-science-and-innovation/,0.0,0.0,0.0,0.0
Health Policy,http://www.journals.elsevier.com/health-policy/,0.0,0.0,0.0,0.0
Health Policy and Technology,http://www.journals.elsevier.com/health-policy-and-technology/,0.0,0.0,0.0,0.0
"Health Policy, Economics and Management (Section 36 EMBASE)",/journals/health-policy-economics-and-management-section-36-embase/0921-8068,0.0,0.0,0.0,0.0
Health SA Gesondheid,http://www.journals.elsevier.com/health-sa-gesondheid/,0.0,0.0,0.0,0.0
Hearing Research,http://www.journals.elsevier.com/hearing-research/,1.263,1.457,2.968,3.143
Heart & Lung - The Journal of Acute and Critical Care,http://www.journals.elsevier.com/heart-and-lung-the-journal-of-acute-and-critical-care/,0.705,0.423,1.290,1.521
Heart Failure Clinics,/journals/heart-failure-clinics/1551-7136,0.0,0.0,0.0,0.0
"Heart, Lung and Circulation",http://www.journals.elsevier.com/heart-lung-and-circulation/,0.662,0.568,1.438,1.441
Heart Rhythm,http://www.journals.elsevier.com/heart-rhythm/,1.680,2.612,5.076,4.511
HeartRhythm Case Reports,http://www.journals.elsevier.com/heartrhythm-case-reports/,0.0,0.0,0.0,0.0
Heliyon,http://www.journals.elsevier.com/heliyon/,0.0,0.0,0.0,0.0
Hematology/Oncology and Stem Cell Therapy,http://www.journals.elsevier.com/hematology-oncology-and-stem-cell-therapy/,0.0,0.0,0.0,0.0
Hematology/Oncology Clinics of North America,/journals/hematology-oncology-clinics-of-north-america/0889-8588,0.0,0.0,0.0,0.0
Hematology (Section 25 EMBASE),/journals/hematology-section-25-embase/0014-4290,0.0,0.0,0.0,0.0
Hepatobiliary & Pancreatic Diseases International,http://www.journals.elsevier.com/hepatobiliary-and-pancreatic-diseases-international/,0.835,0.551,1.517,1.481
Hepatology Research,/journals/hepatology-research/1386-6346,0.0,0.0,0.0,0.0
Heterocycles,http://www.journals.elsevier.com/heterocycles/,0.401,0.370,1.079,0.974
High Energy Density Physics,http://www.journals.elsevier.com/high-energy-density-physics/,0.756,0.873,1.234,1.257
Hipertensión y Riesgo Vascular,http://www.journals.elsevier.com/hipertension-y-riesgo-vascular/,0.0,0.0,0.0,0.0
Historia Mathematica,http://www.journals.elsevier.com/historia-mathematica/,1.222,0.148,0.435,0.257
History of European Ideas,http://www.journals.elsevier.com/history-of-european-ideas/,0.0,0.0,0.0,0.0
HIV & AIDS Review,http://www.journals.elsevier.com/hiv-and-aids-review/,0.0,0.0,0.0,0.0
Homeopathy,http://www.journals.elsevier.com/homeopathy/,0.717,0.328,0.758,0.883
HOMO,http://www.journals.elsevier.com/homo/,0.626,0.337,0.704,0.854
Hong Kong Journal of Nephrology,http://www.journals.elsevier.com/hong-kong-journal-of-nephrology/,0.0,0.0,0.0,0.0
Hong Kong Journal of Occupational Therapy,http://www.journals.elsevier.com/hong-kong-journal-of-occupational-therapy/,0.394,0.190,0.667,0.596
Hong Kong Physiotherapy Journal,http://www.journals.elsevier.com/hong-kong-physiotherapy-journal/,0.0,0.0,0.0,0.0
Hormigón y Acero,http://www.journals.elsevier.com/hormigon-y-acero/,0.0,0.0,0.0,0.0
Hormones and Behavior,http://www.journals.elsevier.com/hormones-and-behavior/,1.230,1.893,4.632,4.441
Hospital Medicine Clinics,/journals/hospital-medicine-clinics/2211-5943,0.0,0.0,0.0,0.0
Human Genetics (Section 22 EMBASE),/journals/human-genetics-section-22-embase/0014-4266,0.0,0.0,0.0,0.0
Human Immunology,http://www.journals.elsevier.com/human-immunology/,0.679,0.744,2.138,2.343
Human Movement Science,http://www.journals.elsevier.com/human-movement-science/,1.272,0.722,1.598,2.255
Human Pathology,http://www.journals.elsevier.com/human-pathology/,1.128,1.239,2.769,2.987
Human Pathology: Case Reports,http://www.journals.elsevier.com/human-pathology-case-reports/,0.0,0.0,0.0,0.0
Human Resource Management Review,http://www.journals.elsevier.com/human-resource-management-review/,1.959,1.545,2.179,3.469
Hydrometallurgy,http://www.journals.elsevier.com/hydrometallurgy/,2.214,1.247,1.933,2.566
IATSS Research,http://www.journals.elsevier.com/iatss-research/,0.0,0.0,0.0,0.0
"IBS, Immuno-analyse & Biologie Spécialisée",/journals/ibs-immuno-analyse-and-biologie-specialisee/0923-2532,0.0,0.0,0.0,0.0
Icarus,http://www.journals.elsevier.com/icarus/,1.198,1.966,3.038,3.217
ICT Express,http://www.journals.elsevier.com/ict-express/,0.0,0.0,0.0,0.0
IDCases,http://www.journals.elsevier.com/idcases/,0.0,0.0,0.0,0.0
IFAC-PapersOnLine,/journals/ifac-papersonline/2405-8963,0.0,0.0,0.0,0.0
III-Vs Review,/journals/iii-vs-review/0961-1290,0.0,0.0,0.0,0.0
IIMB Management Review,http://www.journals.elsevier.com/iimb-management-review/,0.0,0.0,0.0,0.0
IJC Heart & Vasculature,http://www.journals.elsevier.com/ijc-heart-and-vasculature/,0.0,0.0,0.0,0.0
IJC Metabolic & Endocrine,http://www.journals.elsevier.com/ijc-metabolic-and-endocrine/,0.0,0.0,0.0,0.0
Image and Vision Computing,http://www.journals.elsevier.com/image-and-vision-computing/,2.133,1.243,1.587,2.384
Imagen Diagnóstica,http://www.journals.elsevier.com/imagen-diagnostica/,0.0,0.0,0.0,0.0
Imagerie de la Femme,http://www.journals.elsevier.com/imagerie-de-la-femme/,0.0,0.0,0.0,0.0
Immunity,http://www.journals.elsevier.com/immunity/,3.816,13.284,21.561,21.003
Immunobiology,http://www.journals.elsevier.com/immunobiology/,0.826,1.312,3.044,2.940
Immunology and Allergy Clinics of North America,/journals/immunology-and-allergy-clinics-of-north-america/0889-8561,0.0,0.0,0.0,0.0
Immunology Letters,http://www.journals.elsevier.com/immunology-letters/,0.704,0.978,2.512,2.355
"Immunology, Serology and Transplantation (Section 26 EMBASE)",/journals/immunology-serology-and-transplantation-section-26-embase/0014-4304,0.0,0.0,0.0,0.0
Implantodontie,/journals/implantodontie/1158-1336,0.0,0.0,0.0,0.0
Indagationes Mathematicae,http://www.journals.elsevier.com/indagationes-mathematicae/,0.856,0.351,0.364,0.382
Indian Heart Journal,http://www.journals.elsevier.com/indian-heart-journal/,0.0,0.0,0.0,0.0
Indian Journal of Medical Specialities,http://www.journals.elsevier.com/indian-journal-of-medical-specialities/,0.0,0.0,0.0,0.0
Indian Journal of Rheumatology,http://www.journals.elsevier.com/indian-journal-of-rheumatology/,0.0,0.0,0.0,0.0
Indian Journal of Transplantation,http://www.journals.elsevier.com/indian-journal-of-transplantation/,0.0,0.0,0.0,0.0
Indian Journal of Tuberculosis,http://www.journals.elsevier.com/indian-journal-of-tuberculosis/,0.0,0.0,0.0,0.0
Indian Pacing and Electrophysiology Journal,http://www.journals.elsevier.com/indian-pacing-and-electrophysiology-journal/,0.0,0.0,0.0,0.0
Industrial Crops and Products,http://www.journals.elsevier.com/industrial-crops-and-products/,1.648,1.002,2.837,3.019
Industrial Marketing Management,http://www.journals.elsevier.com/industrial-marketing-management/,1.579,1.489,1.820,2.379
Infant Behavior and Development,http://www.journals.elsevier.com/infant-behavior-and-development/,0.974,0.922,1.349,2.100
Infectio,http://www.journals.elsevier.com/infectio/,0.0,0.0,0.0,0.0
"Infection, Genetics and Evolution",http://www.journals.elsevier.com/infection-genetics-and-evolution/,1.048,1.205,3.015,3.031
Infectious Disease Clinics of North America,/journals/infectious-disease-clinics-of-north-america/0891-5520,0.0,0.0,0.0,0.0
Informatics in Medicine Unlocked,http://www.journals.elsevier.com/informatics-in-medicine-unlocked/,0.0,0.0,0.0,0.0
Information and Computation,http://www.journals.elsevier.com/information-and-computation/,1.632,1.265,0.830,0.801
Information and Management,http://www.journals.elsevier.com/information-and-management/,2.087,1.179,1.865,3.105
Information and Organization,http://www.journals.elsevier.com/information-and-organization/,1.852,5.287,1.727,1.985
Information and Software Technology,http://www.journals.elsevier.com/information-and-software-technology/,2.812,1.391,1.046,1.612
Information Economics and Policy,http://www.journals.elsevier.com/information-economics-and-policy/,1.783,0.885,1.146,1.129
Information Fusion,http://www.journals.elsevier.com/information-fusion/,4.127,1.750,3.681,3.459
Information Processing & Management,http://www.journals.elsevier.com/information-processing-and-management/,2.118,1.223,1.265,1.469
Information Processing in Agriculture,http://www.journals.elsevier.com/information-processing-in-agriculture/,0.0,0.0,0.0,0.0
Information Processing Letters,http://www.journals.elsevier.com/information-processing-letters/,0.987,0.904,0.546,0.642
Information Sciences,http://www.journals.elsevier.com/information-sciences/,3.242,3.286,4.038,4.221
Information Systems,http://www.journals.elsevier.com/information-systems/,3.463,1.867,1.456,1.618
Infosecurity,/journals/infosecurity/1754-4548,0.0,0.0,0.0,0.0
Infrared Physics & Technology,http://www.journals.elsevier.com/infrared-physics-and-technology/,1.464,0.574,1.550,1.492
"Ingeniería, Investigación y Tecnología",http://www.journals.elsevier.com/ingenieria-investigacion-y-tecnologia/,0.0,0.0,0.0,0.0
Injury,http://www.journals.elsevier.com/injury/,1.478,1.012,2.137,2.485
Injury Extra,http://www.journals.elsevier.com/injury-extra/,0.0,0.0,0.0,0.0
Inmunología,http://www.journals.elsevier.com/inmunologia/,0.0,0.0,0.0,0.0
Innovative Food Science and Emerging Technologies,http://www.journals.elsevier.com/innovative-food-science-and-emerging-technologies/,1.627,1.458,3.273,3.699
Inorganica Chimica Acta,http://www.journals.elsevier.com/inorganica-chimica-acta/,0.756,0.513,2.046,1.853
Inorganic Chemistry Communications,http://www.journals.elsevier.com/inorganic-chemistry-communications/,0.587,0.478,1.777,1.742
Insect Biochemistry and Molecular Biology,http://www.journals.elsevier.com/insect-biochemistry-and-molecular-biology/,1.109,1.382,3.450,3.650
Insect Biochemistry and Molecular Biology with Journal of Insect Physiology (Combined Subscription),/journals/insect-biochemistry-and-molecular-biology-with-journal-of-insect-physiology-combined-subscription/fs00-0406,0.0,0.0,0.0,0.0
Insulin,/journals/insulin/1557-0843,0.0,0.0,0.0,0.0
Insurance: Mathematics and Economics,http://www.journals.elsevier.com/insurance-mathematics-and-economics/,1.466,0.951,1.128,1.582
"Integration, the VLSI Journal",http://www.journals.elsevier.com/integration-the-vlsi-journal/,1.220,0.473,0.659,0.803
Integrative Medicine Research,http://www.journals.elsevier.com/integrative-medicine-research/,0.0,0.0,0.0,0.0
Intellectual Economics,http://www.journals.elsevier.com/intellectual-economics/,0.0,0.0,0.0,0.0
Intelligence,http://www.journals.elsevier.com/intelligence/,1.652,1.522,3.245,3.734
Intensive and Critical Care Nursing,http://www.journals.elsevier.com/intensive-and-critical-care-nursing/,0.0,0.0,0.0,0.0
Inter Bloc,http://www.journals.elsevier.com/inter-bloc/,0.0,0.0,0.0,0.0
Interdisciplinary Neurosurgery,http://www.journals.elsevier.com/interdisciplinary-neurosurgery/,0.0,0.0,0.0,0.0
Intermetallics,http://www.journals.elsevier.com/intermetallics/,1.889,1.477,2.131,2.204
Internal Medicine (Section 6 EMBASE),/journals/internal-medicine-section-6-embase/0014-410x,0.0,0.0,0.0,0.0
International Biodeterioration & Biodegradation,http://www.journals.elsevier.com/international-biodeterioration-and-biodegradation/,1.330,0.788,2.131,2.377
International Business Review,http://www.journals.elsevier.com/international-business-review/,1.507,1.166,1.713,2.433
International Business Review with Long Range Planning (Combined Subscription),/journals/international-business-review-with-long-range-planning-combined-subscription/fs00-0140,0.0,0.0,0.0,0.0
International Communications in Heat and Mass Transfer,http://www.journals.elsevier.com/international-communications-in-heat-and-mass-transfer/,2.043,1.595,2.782,2.965
International Communications in Heat and Mass Transfer with International Journal of Heat and Mass Transfer (Combined Subscription),/journals/international-communications-in-heat-and-mass-transfer-with-international-journal-of-heat-and-mass-transfer-combined-subscription/fs00-0680,0.0,0.0,0.0,0.0
International Comparative Jurisprudence,http://www.journals.elsevier.com/international-comparative-jurisprudence/,0.0,0.0,0.0,0.0
International Congress Series,/journals/international-congress-series/0531-5131,0.0,0.0,0.0,0.0
International Dairy Journal,http://www.journals.elsevier.com/international-dairy-journal/,1.116,0.939,2.008,2.433
International Development Abstracts,http://www.journals.elsevier.com/international-development-abstracts/,0.0,0.0,0.0,0.0
International Economics,http://www.journals.elsevier.com/international-economics/,0.0,0.0,0.0,0.0
International Emergency Nursing,http://www.journals.elsevier.com/international-emergency-nursing/,0.0,0.0,0.0,0.0
International Immunopharmacology,http://www.journals.elsevier.com/international-immunopharmacology/,0.982,0.900,2.472,2.707
International Information and Library Review,http://www.journals.elsevier.com/international-information-and-library-review/,0.0,0.0,0.0,0.0
International Journal for Parasitology,http://www.journals.elsevier.com/international-journal-for-parasitology/,1.259,1.554,3.872,3.601
International Journal for Parasitology: Drugs and Drug Resistance,http://www.journals.elsevier.com/international-journal-for-parasitology-drugs-and-drug-resistance/,1.184,0.960,3.294,3.519
International Journal for Parasitology: Parasites and Wildlife,http://www.journals.elsevier.com/international-journal-for-parasitology-parasites-and-wildlife/,0.0,0.0,0.0,0.0
International Journal of Accounting Information Systems,http://www.journals.elsevier.com/international-journal-of-accounting-information-systems/,0.0,0.0,0.0,0.0
International Journal of Adhesion and Adhesives,http://www.journals.elsevier.com/international-journal-of-adhesion-and-adhesives/,1.900,1.007,1.773,2.418
International Journal of Africa Nursing Sciences,http://www.journals.elsevier.com/international-journal-of-africa-nursing-sciences/,0.0,0.0,0.0,0.0
International Journal of Aging and Health,http://www.journals.elsevier.com/international-journal-of-aging-and-health/,0.0,0.0,0.0,0.0
International Journal of Antimicrobial Agents,http://www.journals.elsevier.com/international-journal-of-antimicrobial-agents/,1.481,1.280,4.296,4.307
International Journal of Applied Earth Observation and Geoinformation,http://www.journals.elsevier.com/international-journal-of-applied-earth-observation-and-geoinformation/,0.0,0.0,0.0,0.0
